x0, freq, imag_part, real_part
-30, 1, -2.396543693736600033616923610680, 22.540012782826000403701982577331
-30, 2, -3.423118923942900071466510780738, 21.546819599081999285772326402366
-30, 4, -4.910406370485399740744014707161, 20.051425067347000918971389182843
-30, 6, -6.036633537934400273172741435701, 18.775679542142999167708694585599
-30, 8, -6.926778306904900261997681809589, 17.591260694011001675107763730921
-30, 10, -7.629393268916000003798671968980, 16.466757452652998949815810192376
-25, 1, -2.396477874946799868638436237234, 22.539490308221001413357953424565
-25, 2, -3.423010217953100120524823068990, 21.546335761000001696174876997247
-25, 4, -4.910266123169599872255730588222, 20.050985962961000552695622900501
-25, 6, -6.036460457048200112240010639653, 18.775269633095998500493806204759
-25, 8, -6.926573710770600023067800066201, 17.590880082519998239831693354063
-25, 10, -7.629161193363599657857321290066, 16.466408072252999517104399274103
-20, 1, -2.396477003594999821700639586197, 22.539513203662998819254426052794
-20, 2, -3.423036182595000198602974705864, 21.546321002763001217772398376837
-20, 4, -4.910269077904500178988200786989, 20.050949180237001456816869904287
-20, 6, -6.036449621710000101870718935970, 18.775236685947998438450667890720
-20, 8, -6.926556940520599781052624166477, 17.590852686369000679178498103283
-20, 10, -7.629141368375900178477877489058, 16.466385062457998600393693777733
-17, 1, -2.396568894309599961900403286563, 22.540393396024001049227081239223
-17, 2, -3.423186845552899981726113765035, 21.547133939948999170610477449372
-17, 4, -4.910463452309199894330049573909, 20.051700466820001622636482352391
-17, 6, -6.036684747314200016887753008632, 18.775938078637000927528788452037
-17, 8, -6.926823024814099838408765208442, 17.591510054852999900276699918322
-17, 10, -7.629433130566500409486252465285, 16.467002825276999544712452916428
-15, 1, -2.396373983057900058923905817210, 22.538347927633999745467008324340
-15, 2, -3.422854968516599871719563452643, 21.545219880019001124082933529280
-15, 4, -4.910006660390499710899803176289, 20.049938513453998467639394220896
-15, 6, -6.036125947246899769993433437776, 18.774294213017999055637119454332
-15, 8, -6.926183518369500191624865692575, 17.589975979266998962202706024982
-15, 10, -7.628730215699800254469664650969, 16.465572340133000750483915908262
-14, 1, -2.396558111987900030470655110548, 22.540198081945000296855141641572
-14, 2, -3.423143743999800037158820487093, 21.547006897191998575635807355866
-14, 4, -4.910443118402099571540020406246, 20.051596456041000493542014737613
-14, 6, -6.036669837770600288706646097125, 18.775835301808001531753689050674
-14, 8, -6.926809944860099932384400744922, 17.591406965769998294035758590326
-14, 10, -7.629420173529600113226933899568, 16.466898648510998270921845687553
-13, 1, -2.396386864752099832287512981566, 22.538820678638998629139678087085
-13, 2, -3.422971243131700092021674208809, 21.545661821528998558505918481387
-13, 4, -4.910178337972800122201988415327, 20.050307874767000271276629064232
-13, 6, -6.036338364308000414837351854658, 18.774609340962999937119093374349
-13, 8, -6.926421305064500266723825916415, 17.590235661948998568959723343141
-13, 10, -7.628979454552900385522207216127, 16.465780585625999776766548166052
-11, 1, -2.396499107622100055436931143049, 22.539345881885001432465287507512
-11, 2, -3.423027466719500200298398340237, 21.546301108605998564371475367807
-11, 4, -4.910306848520599842800038459245, 20.050932176498001524578285170719
-11, 6, -6.036497793102800102360561140813, 18.775200059020001219778350787237
-11, 8, -6.926606349851899935288201959338, 17.590799062102998817636034800671
-11, 10, -7.629187856556399971452719910303, 16.466317496849001145164947956800
-12, 1, -2.396541097730899849693741998635, 22.539979858100000598142287344672
-12, 2, -3.423110154482699840627901721746, 21.546892001155001139522937592119
-12, 4, -4.910438175066199839591263298644, 20.051487568163999242187855998054
-12, 6, -6.036667372080199989170523622306, 18.775717693345001180205144919455
-12, 8, -6.926802348084000193750853213714, 17.591281101378001494595082476735
-12, 10, -7.629403209960799792099805927137, 16.466767364706001330887374933809
-10, 1, -2.396514540597499909324596956139, 22.539581169984000297290549497120
-10, 2, -3.423052779489700103709992617951, 21.546574159430001316195557592437
-10, 4, -4.910361842711799873484324052697, 20.051179856771000231674406677485
-10, 6, -6.036556196689099706986780802254, 18.775431294627001221897444338538
-10, 8, -6.926668676087899712001672014594, 17.591021294710998290611314587295
-10, 10, -7.629254936156799615787349466700, 16.466532290682998507236334262416
-9, 1, -2.396509034690100126141487635323, 22.538687657372999950666780932806
-9, 2, -3.422866633326099972123301995452, 21.545772365895000888258437043987
-9, 4, -4.910134396471000250983252044534, 20.050514512772000585982823395170
-9, 6, -6.036300473533800392544890200952, 18.774824123729001001947835902683
-9, 8, -6.926385911777599879712852271041, 17.590468308188000889913382707164
-9, 10, -7.628954635437899867156374966726, 16.466030672649999644363560946658
-8, 1, -2.396863140489799981480700807879, 22.540080882036999554429712588899
-8, 2, -3.423084588357100166433610866079, 21.547137052494001352442865027115
-8, 4, -4.910465596290600309714591276133, 20.051882875271001438477469491772
-8, 6, -6.036745437161799898717617907096, 18.776100668390999004486729972996
-8, 8, -6.926904433861399645877554576145, 17.591650118210001352281324216165
-8, 10, -7.629527142895399904887199227232, 16.467125508902000774469343014061
-7, 1, -2.397182623983200144834881939460, 22.538471224660000302719708997756
-7, 2, -3.422936772539900029954651472508, 21.545510175402998953586575225927
-7, 4, -4.910079248090100101364896545419, 20.050532752395000102296762634069
-7, 6, -6.036315628683699863188394374447, 18.774879394711000202278228243813
-7, 8, -6.926428206746500393364840419963, 17.590502242761999696085695177317
-7, 10, -7.628999847600899997246415296104, 16.466044502151000017420301446691
-6, 1, -2.398055428759399809734986774856, 22.539697115382001157968261395581
-6, 2, -3.423450245993099994024078114307, 21.546280410697999485591935808770
-6, 4, -4.910248599710399730611243285239, 20.051340165464001330519749899395
-6, 6, -6.036509229702500256564690062078, 18.775780637943999096250990987755
-6, 8, -6.926706563544399841703125275671, 17.591405927537998366005922434852
-6, 10, -7.629348071071100356732586078579, 16.466909038419000665953717543744
-5, 1, -2.399502126941300161888648290187, 22.539897541801998670507600763813
-5, 2, -3.424488373426600062998659268487, 21.545445116686000375239018467255
-5, 4, -4.910331572227700114297022082610, 20.050231968481000421888893470168
-5, 6, -6.036232628135300259941686817911, 18.774934468714000956879317527637
-5, 8, -6.926355467089799766711166739697, 17.590777595586999382248905021697
-5, 10, -7.629007917111199965631840314018, 16.466407611739001026762707624584
-4, 1, -2.402339699836599784532609191956, 22.543384798409999092427824507467
-4, 2, -3.427412989113999941537258564495, 21.546969305093000457418384030461
-4, 4, -4.912074341223499729380819189828, 20.050094616260000890406445250846
-4, 6, -6.037011352413600207000854425132, 18.774571990578998281762324040756
-4, 8, -6.926638890065600406842349912040, 17.590591667786000584783323574811
-4, 10, -7.629094651918600256124136649305, 16.466442232523998967508305213414
-3, 1, -2.406576773317699924348289641785, 22.551018108842001197444915305823
-3, 2, -3.432988531316099933832219903707, 21.551706101499998879944541840814
-3, 4, -4.917229557876999557208819169318, 20.050945698406998474183637881652
-3, 6, -6.040734899124799994751811027527, 18.773598438962000756191628170200
-3, 8, -6.929029619833399600281609309604, 17.588943427366000804568102466874
-3, 10, -7.630480805436100411043298663571, 16.464691758265999510513211134821
-2, 1, -2.411198662027699946008851838997, 22.566896669217999971124299918301
-2, 2, -3.440433381129300194345432828413, 21.564977961497000080726138548926
-2, 4, -4.926956301573100382995562540600, 20.059043402433999858658353332430
-2, 6, -6.050416517477800404378740495304, 18.777693005987998731143306940794
-2, 8, -6.937699685137699745496320247184, 17.590261685988998863194865407422
-2, 10, -7.637818898080899643332486448344, 16.464204312136999419635685626417
-1, 1, -2.414270740381800006701951133437, 22.587986088587001631822204217315
-1, 2, -3.446223135396099923610790938255, 21.584943256403001043963740812615
-1, 4, -4.936684353770299793495723861270, 20.075666409614001395311788655818
-1, 6, -6.062295396296099703192794549977, 18.790603082865999340356211178005
-1, 8, -6.950441045342600432377366814762, 17.599706369048000453858549008146
-1, 10, -7.650565820297999586330206511775, 16.470659914041998916900411131792
0, 1, -2.414808877478999971089024256798, 22.597973185253998451571533223614
0, 2, -3.447687591555100183882132114377, 21.595008669220000285804417217150
0, 4, -4.939981363823900295528801507317, 20.085218564840001675975145190023
0, 6, -6.067056298438200379052887001308, 18.799104856563001675340274232440
0, 8, -6.956213477318099691615316260140, 17.606928186592998741843985044397
0, 10, -7.656946899904400360981071571587, 16.476557913076000261298759141937
1, 1, -2.414181165180000032677298804629, 22.587574790165000138131290441379
1, 2, -3.446110484343800184348083348596, 21.584510700993000398284493712708
1, 4, -4.936466996987600275303975649877, 20.075283417242999917107226792723
1, 6, -6.062016206180600441655315080425, 18.790307056092999005159072112292
1, 8, -6.950137544745800255441281478852, 17.599495912386000640026395558380
1, 10, -7.650261512916899597769315732876, 16.470522998713001072701445082203
2, 1, -2.411078119002699970963021769421, 22.566442542280000793653016444296
2, 2, -3.440239834839399879484744815272, 21.564564197601001183102198410779
2, 4, -4.926706028243899915253223298350, 20.058769611393998388848558533937
2, 6, -6.050182305659999926206182863098, 18.777514568838000741379801183939
2, 8, -6.937494151876800074774109816644, 17.590135349924999275117443175986
2, 10, -7.637638797141599766860053932760, 16.464106377326000796301741502248
3, 1, -2.406450604986300145782252002391, 22.550558248651000781137554440647
3, 2, -3.432857285639900002394142575213, 21.551309851327001609888611710630
3, 4, -4.917075339135999811901456268970, 20.050610180578001262574616703205
3, 6, -6.040571321798400283853425207781, 18.773308931416000433500812505372
3, 8, -6.928863244807200061359253595583, 17.588685638836000890705690835603
3, 10, -7.630312208231799786517512984574, 16.464456776677998561808635713533
4, 1, -2.402349168587400107810481131310, 22.543121410897001055673172231764
4, 2, -3.427428116707400107543435296975, 21.546652054348001570360793266445
4, 4, -4.912043027986699783582480449695, 20.049771259383998511793834040873
4, 6, -6.036961637927399593195332272444, 18.774256332943000558088897378184
4, 8, -6.926571573954399596573239250574, 17.590279296658998475777480052784
4, 10, -7.629008283775600141041195456637, 16.466134925725000925922358874232
5, 1, -2.399605693815499929399948086939, 22.540165703484998260819338611327
5, 2, -3.424585722084500183370892045787, 21.545717401379999245136787067167
5, 4, -4.910437067062700222663806925993, 20.050455787705001142740002251230
5, 6, -6.036339737725699983172944484977, 18.775134539073000894404685823247
5, 8, -6.926468621923899782188982499065, 17.590956703825998630463800509460
5, 10, -7.629124452432599845508320868248, 16.466565380329001300196978263557
6, 1, -2.398031716144199965157213227940, 22.538744708195000754358261474408
6, 2, -3.423392429678500104017757621477, 21.545254080534000706848019035533
6, 4, -4.910076267452899934085053246235, 20.050349487447999052847080747597
6, 6, -6.036283328647599866201289842138, 18.774839448339001535259740194306
6, 8, -6.926439054949500295776942948578, 17.590501708350000598102269577794
6, 10, -7.629040976208299795757739047986, 16.466038119191001243279970367439
7, 1, -2.397284387237999858655257412465, 22.539819752755999360260830144398
7, 2, -3.423165558238200123497563254205, 21.546807400268999543868631008081
7, 4, -4.910422583499199689072156616021, 20.051688845526999926960343145765
7, 6, -6.036720134261099879324774519773, 18.775943146229000291214106255211
7, 8, -6.926885595243399862397382094059, 17.591487563554998985182464821264
7, 10, -7.629499749907299843698638142087, 16.466954928747000508337805513293
8, 1, -2.396775309386999897043324381229, 22.539193123179998679006530437618
8, 2, -3.422959165209999987666833476396, 21.546286983045998653096830821596
8, 4, -4.910265851023400074382152524777, 20.051077000176000808551179943606
8, 6, -6.036486465171799764561910706107, 18.775352361700001324607001151890
8, 8, -6.926605119155199830061064858455, 17.590956870987000115746923256665
8, 10, -7.629197921258800363375485176221, 16.466482810397998548523901263252
9, 1, -2.396553612317100068196396023268, 22.538517377024998467049954342656
9, 2, -3.422886500519000119169277240871, 21.545634976715998476493041380309
9, 4, -4.910171787604499904489330219803, 20.050363660837998480701571679674
9, 6, -6.036331368862399848751465469832, 18.774653735722999670088029233739
9, 8, -6.926407689628099717538134427741, 17.590286105394000060186954215169
9, 10, -7.628966061733300385583333991235, 16.465839559521000978747906628996
10, 1, -2.396579196973799952274930546992, 22.539462212958000009166426025331
10, 2, -3.423041738475700146437930015964, 21.546478508715001254358867299743
10, 4, -4.910346799278399565480413002660, 20.051101012290001079918511095457
10, 6, -6.036525927974399685638218215900, 18.775353894597998305471264757216
10, 8, -6.926626098113300322722807322862, 17.590952148294000778605550294742
10, 10, -7.629204248397599918973810417810, 16.466472456201998397773422766477
11, 1, -2.396446746541499805971398018301, 22.538659316553001588090410223231
11, 2, -3.422899154202700078286625284818, 21.545682435484998507035925285891
11, 4, -4.910138901814099732234808470821, 20.050367955266999331342958612368
11, 6, -6.036280468661700204791031865170, 18.774674599539999064745643408969
11, 8, -6.926348158063699855802042293362, 17.590318625617001657701621297747
11, 10, -7.628899201055699741402804647805, 16.465883234296999404477901407517
12, 1, -2.396532823253000099583687187987, 22.539898743801998648450535256416
12, 2, -3.423080204831800088527415937278, 21.546781170778000813470498542301
12, 4, -4.910371821997999930431433313061, 20.051402624362001603230964974500
12, 6, -6.036587260920599717906043224502, 18.775663178933999830633183591999
12, 8, -6.926721196976799888034292962402, 17.591253911420999145320820389315
12, 10, -7.629328208980700409824748930987, 16.466761565430001468257614760660
13, 1, -2.396557937973999852232509510941, 22.540168983926001544659811770543
13, 2, -3.423137693728299790763003329630, 21.547027461748999854762587347068
13, 4, -4.910449283718399726694769924507, 20.051612571591999056863642181270
13, 6, -6.036677440349199841307381575461, 18.775850269153998794990911846980
13, 8, -6.926820149650700031429551017936, 17.591420086464999883446580497548
13, 10, -7.629431916608599983931071619736, 16.466908762416998968092229915783
14, 1, -2.396557052711000057598766943556, 22.540422134208998983240235247649
14, 2, -3.423175859569400181214859912870, 21.547188984401000055868280469440
14, 4, -4.910465701967099860780763265211, 20.051760184443001122645000577904
14, 6, -6.036695178467099687225072557339, 18.776000458043000662655686028302
14, 8, -6.926842307504499807180309289834, 17.591571961178001259895609109662
14, 10, -7.629460126586200097165146871703, 16.467062196286999409267082228325
15, 1, -2.396593527955200197965268671396, 22.540499939437001586384212714620
15, 2, -3.423181780543199881350346913678, 21.547285388546999485015476238914
15, 4, -4.910496082123000149977087858133, 20.051865564599001601209238287993
15, 6, -6.036741551938099803464865544811, 18.776094531624000438796429079957
15, 8, -6.926898136659599636288930923911, 17.591653482428998955811039195396
15, 10, -7.629521307629699933272604539525, 16.467131781389998224085502442904
17, 1, -2.396476865486799834314979307237, 22.539966302517001395244733430445
17, 2, -3.423090266486100041731788223842, 21.546719730770998779689762159251
17, 4, -4.910329023208300114333724195603, 20.051331517023001538291282486171
17, 6, -6.036537056483200380796461104183, 18.775608920347998775923770153895
17, 8, -6.926665166878500201619317522272, 17.591208520653999869409744860604
17, 10, -7.629265672394799580047219933476, 16.466725564354000255207211012021
20, 1, -2.396514255425500117269166366896, 22.539645044284998931516383890994
20, 2, -3.423053977465900121757158558466, 21.546496686468000092418151325546
20, 4, -4.910314216583399726800962525886, 20.051120581713998802797505049966
20, 6, -6.036505377030700003615493187681, 18.775394994489001732063115923665
20, 8, -6.926621109805499720835086918669, 17.591000153919001292024404392578
20, 10, -7.629212430012899837095119437436, 16.466521614371000481469309306704
25, 1, -2.396490552514300098607691325014, 22.539134678157999758241203380749
25, 2, -3.422945479337600183100676076720, 21.546093711213998744824493769556
25, 4, -4.910216222516499584571647574194, 20.050788857330001491163784521632
25, 6, -6.036408319687500245720457314746, 18.775079803088999597093788906932
25, 8, -6.926515039938600182267691707239, 17.590696453351998940206613042392
25, 10, -7.629095396462999723041775723686, 16.466230531781000934188341489062
30, 1, -2.396542881974299987746235274244, 22.539561049883001686566785792820
30, 2, -3.423032039200600173955990612740, 21.546457833026000372456110198982
30, 4, -4.910302769241700282520923792617, 20.051108785166999126658993191086
30, 6, -6.036498593499300291398412809940, 18.775385643105000355035372194834
30, 8, -6.926615515200399642026241053827, 17.590995070394001231761649250984
30, 10, -7.629210053677500269486699835397, 16.466522330101998505824667518027
